2,self,0,locked,original,stickied,1,spoiler,4,3,10,nsfw,video,9,7,5,edited,6,8,post_month,image,title_length,text_length,post_year
-0.0003056104798674353,-0.004049826350298491,0.0003709420440514144,0.0,0.0,0.0,-0.0013743090838812533,0.000560160082955119,0.000560160082955119,0.0008147491523839978,0.0027486181677622845,0.0030074557144522673,0.002449112392888142,0.0011199117894556965,0.0037987913026998887,0.002190070891903928,0.0037987913026998887,0.005469451402016157,0.009607712830600135,0.007065088347046666,0.008822263943854991,0.022918239941525864,0.03023907059929376,0.09399569487585635
0.0019334612743047153,-0.004933044682443377,0.0011199117894556965,0.0,0.0,0.0,0.002710610449626838,0.000560160082955119,-0.0005605725871357103,0.005181337038619671,0.003912687339158949,0.0016311165321654109,0.0027486181677622845,0.005236805903682251,0.0032410767255675044,0.004090030925821386,0.0065638827745398975,0.004090030925821386,0.007391868853583228,0.0021698974363781875,0.005450486683710842,0.025447572209495672,0.023459771384061856,0.08735688046517676
-0.0005024052552459191,-0.0019358943266551965,-0.006595101947716064,0.0,0.0,0.0,0.003565392631423303,0.000560160082955119,0.0,-0.0013743090838812533,0.0038264738292659306,0.003864507865606659,0.002449112392888142,0.006349124018532937,0.0021520598391417955,-0.001121561832407858,0.00021159198218989594,0.004356089150412856,0.007673889083924079,0.016591571577578734,0.00853049392935823,0.021194107239816073,0.026307034205607538,0.10595293664429517
-0.0029969823247708582,-0.000995435284574353,0.0024922098275311777,0.0,0.0,0.0,0.0002547773498787764,0.000560160082955119,-0.00025238624861978476,0.0021520598391417955,0.00631603611046283,0.003565392631423303,0.0016311165321654109,0.004723248847121053,0.004912974461532937,0.0013311899734322896,0.0046246741015728565,0.005181337038619671,0.0032410767255675044,-0.003312839762464437,0.008795206971051517,0.02188811064369367,0.015032435409388367,0.09642988403397812
-0.0018727111100018679,-0.004291427887178512,0.001890358532701475,0.0,0.0,0.0,-4.8230502762480754e-05,0.0013743090838811423,0.0030074557144522673,0.0048958117537126755,0.004647135585030382,0.0013743090838811423,0.002449112392888142,-0.0006774267672888801,0.002710610449626838,0.004356089150412856,0.004912974461532937,0.00520383526564383,0.005181337038619671,0.010488707309724177,0.004332614282530511,0.02129129089116788,0.015969918566885122,0.08777735040528767
-0.002434639579907638,-0.0008664185196273211,-0.0032430169647574836,0.0,0.0,0.0,-0.0008131411083945883,0.0013743090838811423,-0.0019893120944448617,0.004055838158644187,0.0017373193726769598,0.0030074557144522673,0.002449112392888142,0.006871545419406044,0.008225876619724515,0.0037987913026998887,0.008228292354405475,0.005452249202645532,0.005469451402016157,0.007378261943160824,0.007400814686450485,0.018026412955106763,0.024519903340690208,0.08926382949316847
-0.003559743491093559,-0.0038059391802882647,-0.005741578400921932,0.0,0.0,0.0,-0.0024979010146946035,0.000560160082955119,0.0,0.0013311899734322896,0.004383794896738791,0.0,0.0030074557144522673,0.0008147491523839978,0.003532517150337644,0.0032687470588659284,0.005469451402016157,0.0038264738292659306,0.008228292354405475,0.005551694324827272,0.010480567054781953,0.012128157662766315,0.026928151426971803,0.0954319421529023
-0.00517723878066878,-0.006788459906019062,-0.002434639579907638,-0.0008131411083945883,0.0,0.0,0.0027486181677622845,0.000560160082955119,0.0010717509565103533,-0.0008664185196273211,0.002449112392888142,0.003565392631423303,0.002449112392888142,0.0018574793495622632,0.003565392631423303,0.0030074557144522673,0.0037987913026998887,0.006281527392625219,0.006293431772728453,0.0039709490708057515,0.009928225851801975,0.04137832871438818,0.031155796828824966,0.1032101873578698
-0.004049826350298491,-0.0071924176617567115,-0.003559743491093559,0.0,0.0,0.0,0.0005119700065371324,0.000560160082955119,0.002190070891903928,0.0071190872625614965,-4.8230502762480754e-05,0.0016792592212340196,0.002449112392888142,0.001890358532701475,0.005181337038619671,0.005181337038619671,0.002974590094338314,0.002682941199069422,0.006293431772728453,-0.0015567228117328025,0.007976603830175732,0.021038920201550404,0.029946802170612963,0.10303267968292384
-0.0033112160661750156,-0.00517723878066878,-0.0024979010146946035,-0.0008131411083945883,0.0,0.0,-0.0033112160661750156,0.000560160082955119,0.002190070891903928,0.005181337038619671,0.0016792592212340196,0.0024922098275311777,0.0030074557144522673,-0.0013743090838812533,0.003532517150337644,0.0012982871972818666,0.0030074557144522673,0.009606211208009086,0.004090030925821386,0.006053364848353615,0.00966975408982551,0.02443938861605288,0.021444322144441585,0.07783006230259482
-0.0029969823247708582,-0.0022448070457918856,0.0011199117894556965,0.000560160082955119,0.0,0.0,-0.001121561832407858,0.0013743090838811423,0.000560160082955119,0.00516952846393659,-0.0008131411083945883,0.0032687470588659284,0.002449112392888142,0.004421858421995051,-0.0006470508019376098,0.004067595200857643,0.0024162455667798843,0.0060018277475899495,0.006008271477578098,0.0045961768103118805,0.009083953641943365,0.02525142254527768,0.02683790183280088,0.10656636747048209
-0.002118412885474319,-0.00461332281951321,-0.0005605725871357103,0.0,0.0,0.0,-0.0013743090838812533,0.000560160082955119,0.000560160082955119,0.005737588206487287,0.0038264738292659306,0.003565392631423303,0.002449112392888142,0.0010717509565103533,-0.0013743090838812533,0.004912974461532937,0.007403912637359067,0.0046246741015728565,0.005469451402016157,0.0019691175230025504,0.0068459868932072565,0.022507813153794798,0.029785660502912203,0.09018565299322567
-0.004855077578512446,-0.007026132962624332,-0.00461332281951321,0.0,0.0,0.0,-0.0008664185196273211,0.000560160082955119,0.000560160082955119,0.0021243804758875884,0.003864507865606659,0.0032687470588659284,0.002449112392888142,0.005760134079025314,0.0002547773498787764,0.002974590094338314,0.004647135585030382,0.007391868853583228,0.008500586318635817,0.0019460082328079942,0.01162223388935213,0.023027810274524607,0.031767409972903615,0.08785566239450981
-0.0018727111100018679,-0.0018727111100018679,-0.0043692803628464505,-0.0008131411083945883,0.0,0.0,0.0030074557144522673,0.000560160082955119,0.0,0.0018574793495622632,0.004421858421995051,0.004383794896738791,0.0008147491523839978,0.000560160082955119,0.003532517150337644,0.005737588206487287,0.002974590094338314,0.002710610449626838,0.007673889083924079,0.007865192125658393,0.006006422401849232,0.0195625699835813,0.021616231932996777,0.08489303325201625
-0.0038059391802882647,5.8123983281976876e-05,-0.004437694789001134,0.0,0.0,0.0,0.0019865841540829265,0.0013743090838811423,-0.001121561832407858,0.0013743090838811423,0.0010717509565103533,0.0030074557144522673,0.0030074557144522673,0.0016792592212340196,0.001890358532701475,0.005737588206487287,0.0037987913026998887,0.006281527392625219,0.0065638827745398975,0.0027629564116502525,0.008779689502837917,0.041214258979402785,0.026328461331217135,0.09017235812105207
-0.0019358943266551965,-0.004855077578512446,-0.00025238624861978476,0.0,0.0,0.0,-0.0014276509789572511,0.0,0.0016311165321654109,0.00520383526564383,-0.0043692803628464505,0.003565392631423303,0.002449112392888142,0.00103369983085988,0.006848871878210816,0.003532517150337644,0.0021520598391417955,0.005725737220713012,0.009054346395119706,0.009121731321048654,0.007422278971106255,0.015515933961064543,0.024109721159069952,0.08150263008346303
-0.004933044682443377,0.0024922098275311777,0.0033067624656543115,0.0,0.0,0.0,0.0011199117894556965,0.000560160082955119,0.002449112392888142,0.001890358532701475,0.0036085123090214832,0.0027486181677622845,0.0008147491523839978,0.004166074316862223,0.0037987913026998887,0.0071190872625614965,0.006293431772728453,0.004647135585030382,0.006871545419406044,0.009839165805983208,0.006006422401849232,0.03396040499386532,0.028137331479229144,0.09261287386895223
-0.00461332281951321,-0.0015567228117328025,-0.003874240196981238,-0.0008131411083945883,0.0,0.0,-0.0027486181677627286,0.000560160082955119,0.0002547773498787764,0.002710610449626838,-0.00018937027400978135,0.0027486181677622845,0.0030074557144522673,0.0008147491523839978,0.006293431772728453,0.004647135585030382,0.0018574793495622632,0.008509190762285623,0.006293431772728453,0.007865192125658393,0.004612030117248311,0.02887421383182176,0.03196499066414493,0.0911572766395704
